হাউস ২৬, হযরত নগর ১ নং লেন, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ১০/৩, আব্দুল আজিজ লেন মেইন রোড, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ৪২/৭(বি), হাজারীবাগ মনেশ্বর রোড, মনেশ্বর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩৩(এ), মুন্সিবাড়ি রোড, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৯৯, বিজয় লেন, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩৬, রসুলপুর মেইন রোড, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৪১/এ, হাজারীবাগ লেন, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৫৫, এনায়েতগঞ্জ রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৫৬/২, নবাবগঞ্জ মেইন রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৭/ডি, নরেন্দ্রনাথ সাহা রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩০৩,  ওয়েস্ট তলবাগ রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪১/১৫/এ, ধপপাড়া গলি, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৬৮/৪(সি), দুর্গা মন্দির গলি, শংকর, মোহাম্মদপুর, ঢাকা জেলা
হাউস ২৬/১, নিঝুম রেসিডেন্সিয়াল রোড, পিলখানা, নিউ মার্কেট থানা, ঢাকা জেলা
হাউস ১, হাজী সাত্তার রোড(হাসান নগর রোড), কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ১৩০/১/এ, সাঈদ শাহ বাবা মাজার গলী, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৯৭, ভান্ডারিজ নূর গলি, হাসান নগর, লালবাগ থানা, ঢাকা জেলা
হাউস ১৪৬, মধু বাজার গলি, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩৭/২/ডি, এনায়েতগঞ্জ রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩২/৩,  ওয়েস্ট তলবাগ রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৪৫, পশ্চিম (ওয়েস্ট) রসুলপুর হাসান নগর রোড, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১০৯/২, , টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩৫/এ, মনেশ্বর রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩০৬, শের-ই-বাংলা মেইন রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২১, নবাবগঞ্জ মেইন রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৬২২, চাঁন মসজিদ ৬ নং গলি(আমিনবাগ রোড), মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ২৩৩, লাইন নং ২ নওগাঁ, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ২০০,  সাত মস্ক গলি , পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৬, আনসারি প্লাজা ১ নং। গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ২৪৭, মিডেল রাসুলপুর ৩ নং রোড ওল্ড কমিউনিটি সেন্টার ১ নং গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ২৯৫/এন, বাংলাসোরর মসজিদ গলি, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৬৮, জাউলাহাটি ৫ নং গলি, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ২০৮, হাসান নগর জামে মসজিদ গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৮২, রোড ৭/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৪/১৩, তল্লাবাঘ বাই লেন, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২০২, রোড ৯/এ, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৮/১, সাঈদ শাহ বাবা মাজার গলী, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৫২/৩, শের-ই-বাংলা মেইন রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৬৮, দুর্গা মন্দির গলি, শংকর, মোহাম্মদপুর, ঢাকা জেলা
হাউস ৬৩, হাজী আফসার উদ্দিন রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৪৯, শের-ই-বাংলা রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪৫২, তাজু হোসেন রোড(হযরত নগর রোড), কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৪১/২৩/১৩/এ, ৪১/২৩ রোড, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪৪/এফ, হাজী আব্দুল হাইওয়ে রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
